MESSAGE_TYPE_ID,TRANSMITTED_MESSAGE_ID,CALENDAR_ID,LATITUDE,Lat,LONGITUDE,Long,ADHERENCE,MESSAGE_TIMESTAMP,LOCAL_TIMESTAMP,Trip_Seq,DIRECTION,ODOMETER,SOURCE_HOST,ROUTE_ABBR,NODE_ABBR,FOM,MESSAGE_TYPE_TEXT
12,2764187022,120161001,450137053,45.0137053,-931668774,-93.1668774,0,2016-10-01T15:33:49.250Z,2016-10-01T10:31:43.263Z,38,4,3658,2639,921,SNLA,2,Vehicle Location
12,2764187211,120161001,450141958,45.0141958,-931686994,-93.1686994,0,2016-10-01T15:34:49.857Z,2016-10-01T10:31:43.263Z,39,4,3688,2639,921,SNLA,2,Vehicle Location
16,1051619372,120161001,450131900,45.01319,-931681924,-93.1681924,0,2016-10-01T15:35:13.850Z,2016-10-01T10:35:13.850Z,40,4,3697,2639,921,ROSE,2,Timepoint Crossing
12,2764187290,120161001,450131172,45.0131172,-931680935,-93.1680935,0,2016-10-01T15:35:14.833Z,2016-10-01T10:35:13.850Z,41,4,3698,2639,921,ROSE,14,Vehicle Location
12,2764187468,120161001,450126718,45.0126718,-931683705,-93.1683705,0,2016-10-01T15:36:14.847Z,2016-10-01T10:35:13.850Z,42,4,3701,2639,921,ROSE,2,Vehicle Location
12,2764187650,120161001,450126643,45.0126643,-931683759,-93.1683759,0,2016-10-01T15:37:14.847Z,2016-10-01T10:35:13.850Z,43,4,3701,2639,921,ROSE,2,Vehicle Location
12,2764187828,120161001,450126618,45.0126618,-931683789,-93.1683789,0,2016-10-01T15:38:14.843Z,2016-10-01T10:35:13.850Z,44,4,3701,2639,921,ROSE,2,Vehicle Location
12,2764188011,120161001,450126543,45.0126543,-931683747,-93.1683747,0,2016-10-01T15:39:14.840Z,2016-10-01T10:35:13.850Z,45,4,3701,2639,921,ROSE,2,Vehicle Location
12,2764188194,120161001,450126626,45.0126626,-931683822,-93.1683822,0,2016-10-01T15:40:14.840Z,2016-10-01T10:35:13.850Z,46,4,3701,2639,921,ROSE,2,Vehicle Location
12,2764188397,120161001,450126658,45.0126658,-931683831,-93.1683831,0,2016-10-01T15:41:14.837Z,2016-10-01T10:35:13.850Z,47,4,3701,2639,921,ROSE,2,Vehicle Location
12,2764188597,120161001,450126804,45.0126804,-931683652,-93.1683652,0,2016-10-01T15:42:14.850Z,2016-10-01T10:35:13.850Z,48,4,3701,2639,921,ROSE,2,Vehicle Location
12,2764188798,120161001,450126911,45.0126911,-931683557,-93.1683557,0,2016-10-01T15:43:14.847Z,2016-10-01T10:35:13.850Z,49,4,3701,2639,921,ROSE,2,Vehicle Location
12,2764188992,120161001,450126843,45.0126843,-931683451,-93.1683451,0,2016-10-01T15:44:14.847Z,2016-10-01T10:35:13.850Z,50,4,3701,2639,921,ROSE,2,Vehicle Location
12,2764189187,120161001,450125903,45.0125903,-931684867,-93.1684867,0,2016-10-01T15:45:14.843Z,2016-10-01T10:35:13.850Z,51,4,3702,2639,921,ROSE,2,Vehicle Location
12,2764189374,120161001,450125794,45.0125794,-931684827,-93.1684827,0,2016-10-01T15:46:14.843Z,2016-10-01T10:35:13.850Z,52,4,3702,2639,921,ROSE,2,Vehicle Location
12,2764189571,120161001,450125839,45.0125839,-931684832,-93.1684832,0,2016-10-01T15:47:14.840Z,2016-10-01T10:35:13.850Z,53,4,3702,2639,921,ROSE,2,Vehicle Location
12,2764189780,120161001,450125839,45.0125839,-931684781,-93.1684781,0,2016-10-01T15:48:14.853Z,2016-10-01T10:35:13.850Z,54,4,3702,2639,921,ROSE,2,Vehicle Location
12,2764189975,120161001,450125895,45.0125895,-931684699,-93.1684699,0,2016-10-01T15:49:14.853Z,2016-10-01T10:35:13.850Z,55,4,3702,2639,921,ROSE,2,Vehicle Location
12,2764190176,120161001,450123170,45.012317,-931682212,-93.1682212,0,2016-10-01T15:50:14.850Z,2016-10-01T10:35:13.850Z,56,4,3704,2639,921,ROSE,2,Vehicle Location
16,1051620262,120161001,450122902,45.0122902,-931681635,-93.1681635,0,2016-10-01T15:50:17.847Z,2016-10-01T10:50:17.847Z,57,1,3704,2639,921,ROSE,2,Timepoint Crossing
128,1051620265,120161001,450126811,45.0126811,-931683851,-93.1683851,,2016-10-01T15:50:23.070Z,2016-10-01T10:50:23.070Z,58,1,3701,2639,921,ROSE,2,Verbose Pass Count
12,2764190214,120161001,450124388,45.0124388,-931677016,-93.1677016,0,2016-10-01T15:50:26.253Z,2016-10-01T10:50:23.070Z,59,1,3707,2639,921,ROSE,2,Vehicle Location
12,2764190429,120161001,450117210,45.011721,-931666991,-93.1666991,0,2016-10-01T15:51:26.250Z,2016-10-01T10:50:23.070Z,60,1,3749,2639,921,ROSE,2,Vehicle Location
12,2764190628,120161001,450008022,45.0008022,-931666017,-93.1666017,0,2016-10-01T15:52:28.463Z,2016-10-01T10:50:23.070Z,1,1,3826,2639,921,ROSE,2,Vehicle Location
12,2764190846,120161001,449912868,44.9912868,-931668212,-93.1668212,1,2016-10-01T15:53:28.900Z,2016-10-01T10:50:23.070Z,2,1,3890,2639,921,ROSE,2,Vehicle Location
16,1051620470,120161001,449907739,44.9907739,-931667755,-93.1667755,0,2016-10-01T15:53:52.050Z,2016-10-01T10:53:52.050Z,3,1,3894,2639,921,SNLA,2,Timepoint Crossing
128,1051620473,120161001,449912810,44.991281,-931668219,-93.1668219,,2016-10-01T15:53:57.307Z,2016-10-01T10:53:57.307Z,4,1,3890,2639,921,SNLA,2,Verbose Pass Count
12,2764190956,120161001,449894848,44.9894848,-931668736,-93.1668736,0,2016-10-01T15:54:00.457Z,2016-10-01T10:53:57.307Z,5,1,3902,2639,921,SNLA,2,Vehicle Location
12,2764191187,120161001,449812015,44.9812015,-931671055,-93.1671055,0,2016-10-01T15:55:02.860Z,2016-10-01T10:53:57.307Z,6,1,3960,2639,921,SNLA,2,Vehicle Location
12,2764191391,120161001,449772918,44.9772918,-931676671,-93.1676671,0,2016-10-01T15:56:02.857Z,2016-10-01T10:53:57.307Z,7,1,3987,2639,921,SNLA,2,Vehicle Location
128,1051620655,120161001,449768829,44.9768829,-931676224,-93.1676224,,2016-10-01T15:57:06.660Z,2016-10-01T10:57:06.660Z,8,1,3989,2639,921,SNLA,2,Verbose Pass Count
12,2764191640,120161001,449711597,44.9711597,-931670891,-93.1670891,-1,2016-10-01T15:57:13.900Z,2016-10-01T10:57:06.660Z,9,1,4029,2639,921,SNLA,2,Vehicle Location
12,2764191852,120161001,449625093,44.9625093,-931671342,-93.1671342,0,2016-10-01T15:58:17.110Z,2016-10-01T10:57:06.660Z,10,1,4089,2639,921,SNLA,2,Vehicle Location
128,1051620741,120161001,449624658,44.9624658,-931671353,-93.1671353,,2016-10-01T15:59:20.853Z,2016-10-01T10:59:20.853Z,11,1,4089,2639,921,SNLA,2,Verbose Pass Count
12,2764192088,120161001,449563479,44.9563479,-931670578,-93.1670578,0,2016-10-01T15:59:24.457Z,2016-10-01T10:59:20.853Z,12,1,4131,2639,921,SNLA,2,Vehicle Location
16,1051621223,120161001,449545191,44.9545191,-931670204,-93.1670204,0,2016-10-01T16:00:05.890Z,2016-10-01T11:00:05.890Z,13,1,4144,2639,921,UNSN,2,Timepoint Crossing
12,2764192258,120161001,449540502,44.9540502,-931670273,-93.1670273,0,2016-10-01T16:00:09.823Z,2016-10-01T11:00:05.890Z,14,1,4147,2639,921,UNSN,2,Vehicle Location
12,2764192492,120161001,449481133,44.9481133,-931670506,-93.1670506,0,2016-10-01T16:01:12.677Z,2016-10-01T11:00:05.890Z,15,1,4188,2639,921,UNSN,2,Vehicle Location
12,2764192725,120161001,449434289,44.9434289,-931670302,-93.1670302,0,2016-10-01T16:02:15.467Z,2016-10-01T11:00:05.890Z,16,1,4220,2639,921,UNSN,2,Vehicle Location
12,2764192934,120161001,449402042,44.9402042,-931670552,-93.1670552,0,2016-10-01T16:03:15.463Z,2016-10-01T11:00:05.890Z,17,1,4242,2639,921,UNSN,2,Vehicle Location
16,1051621433,120161001,449392630,44.939263,-931670630,-93.167063,-1,2016-10-01T16:03:49.470Z,2016-10-01T11:03:49.470Z,18,1,4249,2639,921,GRSN,2,Timepoint Crossing
128,1051621680,120161001,449397645,44.9397645,-931670694,-93.1670694,,2016-10-01T16:03:54.463Z,2016-10-01T11:03:54.463Z,19,1,4244,2639,921,GRSN,2,Verbose Pass Count
12,2764193100,120161001,449376357,44.9376357,-931670660,-93.167066,-1,2016-10-01T16:04:01.873Z,2016-10-01T11:03:54.463Z,20,1,4259,2639,921,GRSN,2,Vehicle Location
128,1051621948,120161001,449344264,44.9344264,-931670787,-93.1670787,,2016-10-01T16:05:05.973Z,2016-10-01T11:05:05.973Z,21,1,4281,2639,921,GRSN,2,Verbose Pass Count
12,2764193347,120161001,449308237,44.9308237,-931670359,-93.1670359,-1,2016-10-01T16:05:10.873Z,2016-10-01T11:05:05.973Z,22,1,4306,2639,921,GRSN,2,Vehicle Location
12,2764193573,120161001,449227930,44.922793,-931670539,-93.1670539,0,2016-10-01T16:06:13.663Z,2016-10-01T11:05:05.973Z,23,1,4362,2639,921,GRSN,2,Vehicle Location
12,2764193797,120161001,449179021,44.9179021,-931706946,-93.1706946,0,2016-10-01T16:07:16.267Z,2016-10-01T11:05:05.973Z,24,1,4412,2639,921,GRSN,2,Vehicle Location
12,2764194046,120161001,449179187,44.9179187,-931835557,-93.1835557,0,2016-10-01T16:08:22.787Z,2016-10-01T11:05:05.973Z,25,1,4475,2639,921,GRSN,2,Vehicle Location
16,1051622144,120161001,449179265,44.9179265,-931852039,-93.1852039,1,2016-10-01T16:08:34.907Z,2016-10-01T11:08:34.907Z,26,1,4483,2639,921,KEFO,2,Timepoint Crossing
12,2764194105,120161001,449179248,44.9179248,-931861796,-93.1861796,1,2016-10-01T16:08:38.463Z,2016-10-01T11:08:34.907Z,27,1,4487,2639,921,KEFO,2,Vehicle Location
128,1051622283,120161001,449179173,44.9179173,-931904470,-93.190447,,2016-10-01T16:10:46.057Z,2016-10-01T11:10:46.057Z,28,1,4508,2639,921,KEFO,2,Verbose Pass Count
12,2764194597,120161001,449182804,44.9182804,-932059773,-93.2059773,1,2016-10-01T16:10:52.280Z,2016-10-01T11:10:46.057Z,29,1,4585,2639,921,KEFO,2,Vehicle Location
12,2764194836,120161001,449197084,44.9197084,-932145307,-93.2145307,2,2016-10-01T16:11:55.070Z,2016-10-01T11:10:46.057Z,30,1,4632,2639,921,KEFO,2,Vehicle Location
12,2764195072,120161001,449196375,44.9196375,-932184299,-93.2184299,1,2016-10-01T16:12:57.877Z,2016-10-01T11:10:46.057Z,31,1,4650,2639,921,KEFO,2,Vehicle Location
16,1051622487,120161001,449207011,44.9207011,-932201871,-93.2201871,1,2016-10-01T16:13:55.877Z,2016-10-01T11:13:55.877Z,32,1,4669,2639,921,46HI,2,Timepoint Crossing
12,2764195291,120161001,449208028,44.9208028,-932202549,-93.2202549,1,2016-10-01T16:13:56.860Z,2016-10-01T11:13:55.877Z,33,1,4670,2639,921,46HI,14,Vehicle Location
12,2764195522,120161001,449212763,44.9212763,-932204878,-93.2204878,0,2016-10-01T16:14:59.463Z,2016-10-01T11:13:55.877Z,34,1,4672,2639,921,46HI,2,Vehicle Location
12,2764195752,120161001,449212759,44.9212759,-932204761,-93.2204761,0,2016-10-01T16:15:59.867Z,2016-10-01T11:13:55.877Z,35,1,4672,2639,921,46HI,2,Vehicle Location
12,2764195977,120161001,449212756,44.9212756,-932204694,-93.2204694,0,2016-10-01T16:16:59.867Z,2016-10-01T11:13:55.877Z,36,1,4672,2639,921,46HI,2,Vehicle Location
12,2764196202,120161001,449212770,44.921277,-932204615,-93.2204615,0,2016-10-01T16:17:59.863Z,2016-10-01T11:13:55.877Z,37,1,4672,2639,921,46HI,2,Vehicle Location
12,2764196435,120161001,449212752,44.9212752,-932204559,-93.2204559,0,2016-10-01T16:18:59.863Z,2016-10-01T11:13:55.877Z,38,1,4672,2639,921,46HI,2,Vehicle Location
12,2764196682,120161001,449212729,44.9212729,-932204525,-93.2204525,0,2016-10-01T16:20:02.263Z,2016-10-01T11:13:55.877Z,39,1,4672,2639,921,46HI,2,Vehicle Location
12,2764196920,120161001,449212722,44.9212722,-932204491,-93.2204491,0,2016-10-01T16:21:02.277Z,2016-10-01T11:13:55.877Z,40,1,4672,2639,921,46HI,2,Vehicle Location
12,2764197164,120161001,449212718,44.9212718,-932204493,-93.2204493,0,2016-10-01T16:22:02.273Z,2016-10-01T11:13:55.877Z,41,1,4672,2639,921,46HI,2,Vehicle Location
12,2764197405,120161001,449212706,44.9212706,-932204506,-93.2204506,0,2016-10-01T16:23:02.320Z,2016-10-01T11:13:55.877Z,42,1,4672,2639,921,46HI,2,Vehicle Location
12,2764197656,120161001,449212688,44.9212688,-932204540,-93.220454,0,2016-10-01T16:24:02.270Z,2016-10-01T11:13:55.877Z,43,1,4672,2639,921,46HI,2,Vehicle Location
12,2764197900,120161001,449212670,44.921267,-932204543,-93.2204543,0,2016-10-01T16:25:02.267Z,2016-10-01T11:13:55.877Z,44,1,4672,2639,921,46HI,2,Vehicle Location
12,2764198134,120161001,449212701,44.9212701,-932204570,-93.220457,0,2016-10-01T16:26:02.280Z,2016-10-01T11:13:55.877Z,45,1,4672,2639,921,46HI,2,Vehicle Location
12,2764198377,120161001,449212759,44.9212759,-932204636,-93.2204636,0,2016-10-01T16:27:02.280Z,2016-10-01T11:13:55.877Z,46,1,4672,2639,921,46HI,2,Vehicle Location
12,2764198622,120161001,449212834,44.9212834,-932204607,-93.2204607,0,2016-10-01T16:28:02.277Z,2016-10-01T11:13:55.877Z,47,1,4672,2639,921,46HI,2,Vehicle Location
12,2764198872,120161001,449213513,44.9213513,-932205953,-93.2205953,0,2016-10-01T16:29:02.277Z,2016-10-01T11:13:55.877Z,48,1,4673,2639,921,46HI,2,Vehicle Location
