MESSAGE_TYPE_ID,TRANSMITTED_MESSAGE_ID,CALENDAR_ID,LATITUDE,Lat,LONGITUDE,Long,ADHERENCE,MESSAGE_TIMESTAMP,LOCAL_TIMESTAMP,Trip_Seq,DIRECTION,ODOMETER,SOURCE_HOST,ROUTE_ABBR,NODE_ABBR,FOM,MESSAGE_TYPE_TEXT
128,1051617450,120161001,449272666,44.9272666,-931669386,-93.1669386,,2016-10-01T15:20:11.820Z,2016-10-01T10:20:11.820Z,16,4,3062,2639,921,KEFO,2,Verbose Pass Count
12,2764184705,120161001,449313682,44.9313682,-931669827,-93.1669827,-1,2016-10-01T15:20:19.027Z,2016-10-01T10:20:11.820Z,17,4,3091,2639,921,KEFO,2,Vehicle Location
12,2764184877,120161001,449397028,44.9397028,-931669351,-93.1669351,0,2016-10-01T15:21:21.430Z,2016-10-01T10:20:11.820Z,18,4,3148,2639,921,KEFO,2,Vehicle Location
16,1051617507,120161001,449401449,44.9401449,-931669459,-93.1669459,-1,2016-10-01T15:21:39.430Z,2016-10-01T10:21:39.430Z,19,4,3151,2639,921,GRSN,2,Timepoint Crossing
128,1051617512,120161001,449398007,44.9398007,-931669316,-93.1669316,,2016-10-01T15:21:44.440Z,2016-10-01T10:21:44.440Z,20,4,3148,2639,921,GRSN,2,Verbose Pass Count
12,2764184952,120161001,449412595,44.9412595,-931669658,-93.1669658,0,2016-10-01T15:21:47.823Z,2016-10-01T10:21:44.440Z,21,4,3159,2639,921,GRSN,2,Vehicle Location
12,2764185116,120161001,449468455,44.9468455,-931669288,-93.1669288,0,2016-10-01T15:22:47.823Z,2016-10-01T10:21:44.440Z,22,4,3197,2639,921,GRSN,2,Vehicle Location
12,2764185292,120161001,449543423,44.9543423,-931669112,-93.1669112,1,2016-10-01T15:23:50.237Z,2016-10-01T10:21:44.440Z,23,4,3248,2639,921,GRSN,2,Vehicle Location
16,1051617673,120161001,449555511,44.9555511,-931669472,-93.1669472,0,2016-10-01T15:25:11.063Z,2016-10-01T10:25:11.063Z,24,4,3257,2639,921,UNSN,2,Timepoint Crossing
128,1051617678,120161001,449551364,44.9551364,-931669064,-93.1669064,,2016-10-01T15:25:15.430Z,2016-10-01T10:25:15.430Z,25,4,3254,2639,921,UNSN,14,Verbose Pass Count
12,2764185550,120161001,449564226,44.9564226,-931669506,-93.1669506,0,2016-10-01T15:25:19.033Z,2016-10-01T10:25:15.430Z,26,4,3264,2639,921,UNSN,2,Vehicle Location
12,2764185724,120161001,449632010,44.963201,-931669681,-93.1669681,0,2016-10-01T15:26:19.033Z,2016-10-01T10:25:15.430Z,27,4,3309,2639,921,UNSN,2,Vehicle Location
128,1051617774,120161001,449631998,44.9631998,-931669702,-93.1669702,,2016-10-01T15:27:22.853Z,2016-10-01T10:27:22.853Z,28,4,3309,2639,921,UNSN,2,Verbose Pass Count
12,2764185901,120161001,449666454,44.9666454,-931669660,-93.166966,0,2016-10-01T15:27:26.237Z,2016-10-01T10:27:22.853Z,29,4,3333,2639,921,UNSN,2,Vehicle Location
12,2764186083,120161001,449763035,44.9763035,-931666334,-93.1666334,0,2016-10-01T15:28:29.073Z,2016-10-01T10:27:22.853Z,30,4,3399,2639,921,UNSN,2,Vehicle Location
12,2764186264,120161001,449808393,44.9808393,-931669368,-93.1669368,0,2016-10-01T15:29:33.083Z,2016-10-01T10:27:22.853Z,31,4,3431,2639,921,UNSN,2,Vehicle Location
12,2764186437,120161001,449861279,44.9861279,-931668825,-93.1668825,0,2016-10-01T15:30:33.657Z,2016-10-01T10:27:22.853Z,32,4,3467,2639,921,UNSN,2,Vehicle Location
128,1051617968,120161001,449861339,44.9861339,-931668843,-93.1668843,,2016-10-01T15:31:37.150Z,2016-10-01T10:31:37.150Z,33,4,3467,2639,921,UNSN,2,Verbose Pass Count
12,2764186637,120161001,449923287,44.9923287,-931665095,-93.1665095,-1,2016-10-01T15:31:40.643Z,2016-10-01T10:31:37.150Z,34,4,3511,2639,921,UNSN,2,Vehicle Location
16,1051617974,120161001,449925039,44.9925039,-931665092,-93.1665092,-1,2016-10-01T15:31:43.263Z,2016-10-01T10:31:43.263Z,35,4,3513,2639,921,SNLA,2,Timepoint Crossing
12,2764186659,120161001,449934061,44.9934061,-931665045,-93.1665045,-1,2016-10-01T15:31:46.633Z,2016-10-01T10:31:43.263Z,36,4,3518,2639,921,SNLA,2,Vehicle Location
12,2764186832,120161001,450048093,45.0048093,-931663451,-93.1663451,0,2016-10-01T15:32:46.633Z,2016-10-01T10:31:43.263Z,37,4,3596,2639,921,SNLA,2,Vehicle Location
