ID,CALENDAR_ID,Literal_Time_start,LONGITUDE_start,LATITUDE_start,Literal_Time_end,LONGITUDE_end,LATITUDE_end,ROUTE_ABBR,DIRECTION,SERV_DAY_start,SERV_DAY_end,MESSAGE_COUNT
120161004-2641-00,120161004,2016-09-21 15:36:31.323000,-931670761,449549581,2016-09-21 15:36:31.323000,-931670761,449549581,,,Weekday,Weekday,1
120161004-2641-01,120161004,2016-10-04 09:14:27.360000,-932442120,448629184,2016-10-04 20:15:53.720000,-932204912,449211787,921.0,1.0,Weekday,Weekday,210
120161004-2641-02,120161004,2016-10-04 20:16:10.133000,-932208405,449209086,2016-10-04 21:00:44.673000,-931685170,450125344,921.0,4.0,Weekday,Weekday,78
120161004-2641-03,120161004,2016-10-04 21:00:59.947000,-931682738,450122568,2016-10-04 21:52:33.203000,-932204361,449212858,921.0,1.0,Weekday,Weekday,91
120161004-2641-04,120161004,2016-10-04 21:53:28.893000,-932208243,449209520,2016-10-04 22:41:38.043000,-931685566,450125997,921.0,4.0,Weekday,Weekday,82
120161004-2641-05,120161004,2016-10-04 22:42:07.870000,-931681738,450122730,2016-10-04 23:25:14.223000,-932204220,449212882,921.0,1.0,Weekday,Weekday,76
120161004-2641-06,120161004,2016-10-04 23:26:17.637000,-932207964,449208891,2016-10-05 00:12:56.180000,-931683307,450125927,921.0,4.0,Weekday,Weekday,74
120161004-2641-07,120161004,2016-10-05 00:13:18.037000,-931681741,450121931,2016-10-05 00:55:46.217000,-932204246,449213369,921.0,1.0,Weekday,Weekday,63
120161004-2641-08,120161004,2016-10-05 00:56:23.017000,-932207826,449209129,2016-10-05 01:34:41.850000,-931685041,450125165,921.0,4.0,Weekday,Weekday,69
120161004-2641-09,120161004,2016-10-05 01:34:54.707000,-931682925,450122685,2016-10-05 02:16:25.557000,-932204525,449212786,921.0,1.0,Weekday,Weekday,79
120161004-2641-10,120161004,2016-10-05 02:17:23.353000,-932208377,449209214,2016-10-05 03:04:36.373000,-931683503,450123919,921.0,4.0,Weekday,Weekday,67
120161004-2641-11,120161004,2016-10-05 03:04:43.393000,-931681091,450122832,2016-10-05 03:54:14.723000,-932204264,449213221,921.0,1.0,Weekday,Weekday,89
120161004-2641-12,120161004,2016-10-05 03:54:45.157000,-932207799,449208947,2016-10-05 04:29:12.317000,-931684299,450126825,921.0,4.0,Weekday,Weekday,61
120161004-2641-13,120161004,2016-10-05 04:29:31.940000,-931681588,450122813,2016-10-05 05:29:39.293000,-932205483,449212451,921.0,1.0,Weekday,Weekday,94
120161004-2641-14,120161004,2016-10-05 05:29:55.500000,-932208264,449209273,2016-10-05 05:59:01.920000,-931685077,450125580,921.0,4.0,Weekday,Weekday,44
120161004-2641-15,120161004,2016-10-05 05:59:57.330000,-931682179,450122728,2016-10-05 06:35:09.913000,-932423023,448637341,921.0,1.0,Weekday,Weekday,44
120161005-2641-00,120161005,2016-10-05 06:35:21.097000,-932426319,448642913,2016-10-05 12:36:57.627000,-932204744,449212793,921.0,1.0,Weekday,Weekday,136
120161005-2641-01,120161005,2016-10-05 12:37:37.810000,-932208753,449209748,2016-10-05 13:23:42.503000,-931684617,450125518,921.0,4.0,Weekday,Weekday,62
120161005-2641-02,120161005,2016-10-05 13:24:11.333000,-931682241,450122778,2016-10-05 14:05:26.147000,-932204630,449212724,921.0,1.0,Weekday,Weekday,73
120161005-2641-03,120161005,2016-10-05 14:07:20.247000,-932208494,449209233,2016-10-05 14:50:55.487000,-931682617,450125921,921.0,4.0,Weekday,Weekday,52
120161005-2641-04,120161005,2016-10-05 14:54:27.320000,-931681745,450122312,2016-10-05 15:37:36.360000,-932205297,449212452,921.0,1.0,Weekday,Weekday,71
120161005-2641-05,120161005,2016-10-05 15:37:50.277000,-932208771,449209944,2016-10-05 16:22:13.913000,-931680554,450128213,921.0,4.0,Weekday,Weekday,76
120161005-2641-06,120161005,2016-10-05 16:23:16.907000,-931682415,450122711,2016-10-05 17:06:42.253000,-932204676,449212544,921.0,1.0,Weekday,Weekday,68
120161005-2641-07,120161005,2016-10-05 17:07:23.063000,-932208685,449209585,2016-10-05 17:51:42.287000,-931685205,450125647,921.0,4.0,Weekday,Weekday,57
120161005-2641-08,120161005,2016-10-05 17:52:16.607000,-931681947,450122535,2016-10-05 18:35:20.623000,-932205139,449213116,921.0,1.0,Weekday,Weekday,61
120161005-2641-09,120161005,2016-10-05 18:36:16.927000,-932209180,449210269,2016-10-05 19:21:41.547000,-931682484,450124778,921.0,4.0,Weekday,Weekday,63
120161005-2641-10,120161005,2016-10-05 19:22:14.367000,-931682703,450122193,2016-10-05 20:04:01.617000,-932204731,449213648,921.0,1.0,Weekday,Weekday,52
120161005-2641-11,120161005,2016-10-05 20:05:57.400000,-932208397,449209603,2016-10-05 20:51:06.653000,-931685105,450123903,921.0,4.0,Weekday,Weekday,66
120161005-2641-12,120161005,2016-10-05 20:51:13.220000,-931682497,450122369,2016-10-05 21:43:40.930000,-932204159,449212934,921.0,1.0,Weekday,Weekday,82
120161005-2641-13,120161005,2016-10-05 21:44:22.257000,-932207955,449209052,2016-10-05 22:32:14.670000,-931681338,450122861,921.0,4.0,Weekday,Weekday,81
120161005-2641-14,120161005,2016-10-05 22:32:20.707000,-931681090,450122754,2016-10-06 01:01:10.377000,-932424191,448641221,921.0,1.0,Weekday,Weekday,166
120161006-2641-00,120161006,2016-10-06 07:19:15.817000,-932424625,448640461,2016-10-06 20:14:39.087000,-932203574,449210938,921.0,1.0,Weekday,Weekday,196
120161006-2641-01,120161006,2016-10-06 20:15:15.527000,-932208379,449209484,2016-10-06 21:01:38.600000,-931684641,450124924,921.0,4.0,Weekday,Weekday,84
120161006-2641-02,120161006,2016-10-06 21:01:58.817000,-931682051,450122079,2016-10-06 21:53:09.713000,-932204462,449213354,921.0,1.0,Weekday,Weekday,84
120161006-2641-03,120161006,2016-10-06 21:53:45.780000,-932208113,449209127,2016-10-06 22:41:31.830000,-931685346,450125769,921.0,4.0,Weekday,Weekday,86
120161006-2641-04,120161006,2016-10-06 22:42:09.957000,-931681902,450122550,2016-10-06 23:25:18.780000,-932204391,449212754,921.0,1.0,Weekday,Weekday,74
120161006-2641-05,120161006,2016-10-06 23:26:28.620000,-932208127,449209000,2016-10-07 00:13:24.470000,-931681588,450126042,921.0,4.0,Weekday,Weekday,83
120161006-2641-06,120161006,2016-10-07 00:13:48.057000,-931683142,450122533,2016-10-07 00:56:12.840000,-932205167,449213768,921.0,1.0,Weekday,Weekday,75
120161006-2641-07,120161006,2016-10-07 00:56:26.647000,-932207887,449209123,2016-10-07 01:33:35.370000,-931684868,450125636,921.0,4.0,Weekday,Weekday,63
120161006-2641-08,120161006,2016-10-07 01:34:23.853000,-931682104,450122505,2016-10-07 02:16:55.890000,-932204587,449212582,921.0,1.0,Weekday,Weekday,70
120161006-2641-09,120161006,2016-10-07 02:17:27.917000,-932208589,449209344,2016-10-07 03:04:27.853000,-931685507,450124986,921.0,4.0,Weekday,Weekday,79
120161006-2641-10,120161006,2016-10-07 03:04:42.347000,-931680975,450122771,2016-10-07 03:54:11.950000,-932208039,449212920,921.0,1.0,Weekday,Weekday,82
120161006-2641-11,120161006,2016-10-07 03:54:20.000000,-932208372,449209565,2016-10-07 04:28:51.567000,-931684675,450125707,921.0,4.0,Weekday,Weekday,40
120161006-2641-12,120161006,2016-10-07 04:29:12.783000,-931681859,450122632,2016-10-07 05:29:07.613000,-932205035,449212571,921.0,1.0,Weekday,Weekday,98
120161006-2641-13,120161006,2016-10-07 05:29:26.083000,-932208686,449209395,2016-10-07 05:59:01.390000,-931685090,450125352,921.0,4.0,Weekday,Weekday,36
120161006-2641-14,120161006,2016-10-07 05:59:15.180000,-931681834,450122557,2016-10-07 06:39:19.627000,-932423024,448637509,921.0,1.0,Weekday,Weekday,45
120161007-2641-00,120161007,2016-10-07 06:39:29.827000,-932424313,448641934,2016-10-08 00:43:43.367000,-932420995,448646034,921.0,1.0,Weekday,Weekday,119
120161008-2641-00,120161008,2016-10-08 08:58:44.847000,-932420995,448646034,2016-10-08 10:13:38.190000,-931924666,449178925,921.0,1.0,Weekday,Weekday,104
120161008-2641-01,120161008,2016-10-08 10:17:36.467000,-931844776,449178856,2016-10-08 10:49:18.507000,-931684719,450125958,921.0,4.0,Weekday,Weekday,43
120161008-2641-02,120161008,2016-10-08 10:50:14.870000,-931681152,450122603,2016-10-09 02:50:50.797000,-932431021,448636353,921.0,1.0,Weekday,Weekday,176
120161001-2642-00,120161001,2016-10-01 06:53:19.477000,-932436686,448645760,2016-10-01 13:58:03.870000,-932442626,448629673,,,Saturday,Saturday,123
120161001-2642-01,120161001,2016-10-02 09:01:26.000000,-931685122,450125682,2016-10-02 09:01:26.000000,-931685122,450125682,921.0,1.0,Saturday,Saturday,1
120161001-2642-02,120161001,2016-10-02 09:30:18.000000,-932204901,449212264,2016-10-02 09:30:18.000000,-932204901,449212264,921.0,4.0,Saturday,Saturday,1
120161002-2642-00,120161002,2016-10-02 08:25:14.380000,-932441988,448629273,2016-10-02 08:29:54.587000,-932427348,448627360,,,Sunday,Sunday,9
120161002-2642-01,120161002,2016-10-02 08:30:34.993000,-932402994,448631863,2016-10-02 09:30:15.027000,-932208681,449210819,921.0,1.0,Sunday,Sunday,67
120161002-2642-02,120161002,2016-10-02 09:30:20.643000,-932208550,449209526,2016-10-02 10:04:38.063000,-931685360,450126130,921.0,4.0,Sunday,Sunday,43
120161002-2642-03,120161002,2016-10-02 10:05:26.563000,-931680959,450122765,2016-10-02 10:44:50.477000,-932204552,449212927,921.0,1.0,Sunday,Sunday,55
120161002-2642-04,120161002,2016-10-02 10:45:23.000000,-932204619,449212721,2016-10-02 11:20:07.910000,-931684494,450124228,921.0,4.0,Sunday,Sunday,47
120161002-2642-05,120161002,2016-10-02 11:20:13.000000,-931684938,450125985,2016-10-02 11:58:23.747000,-932204870,449212642,921.0,1.0,Sunday,Sunday,55
120161002-2642-06,120161002,2016-10-02 11:59:08.753000,-932208745,449209831,2016-10-02 12:36:05.777000,-931684256,450125441,921.0,4.0,Sunday,Sunday,51
120161002-2642-07,120161002,2016-10-02 12:36:44.000000,-931684804,450125335,2016-10-02 13:13:57.993000,-932204518,449212590,921.0,1.0,Sunday,Sunday,56
120161002-2642-08,120161002,2016-10-02 13:14:25.000000,-932204863,449212407,2016-10-02 13:55:05.430000,-931684604,450125322,921.0,4.0,Sunday,Sunday,63
120161002-2642-09,120161002,2016-10-02 13:55:15.000000,-931684046,450126336,2016-10-02 14:38:00.850000,-932208230,449212494,921.0,1.0,Sunday,Sunday,60
120161002-2642-10,120161002,2016-10-02 14:38:09.000000,-932203732,449211155,2016-10-02 15:23:34.473000,-931684215,450125596,921.0,4.0,Sunday,Sunday,67
120161002-2642-11,120161002,2016-10-02 15:24:01.913000,-931681364,450122497,2016-10-02 16:07:29.473000,-932204501,449212723,921.0,1.0,Sunday,Sunday,71
120161002-2642-12,120161002,2016-10-02 16:08:31.000000,-932203850,449211022,2016-10-02 16:53:20.863000,-931684928,450125866,921.0,4.0,Sunday,Sunday,62
120161002-2642-13,120161002,2016-10-02 16:54:06.103000,-931681332,450122906,2016-10-02 17:37:10.400000,-932204665,449212442,921.0,1.0,Sunday,Sunday,58
120161002-2642-14,120161002,2016-10-02 17:37:30.727000,-932208799,449209958,2016-10-02 18:22:30.887000,-931683229,450127291,921.0,4.0,Sunday,Sunday,64
120161002-2642-15,120161002,2016-10-02 18:23:26.953000,-931681335,450122805,2016-10-02 19:09:05.817000,-932207846,449212551,921.0,1.0,Sunday,Sunday,66
120161002-2642-16,120161002,2016-10-02 19:09:13.617000,-932208387,449209053,2016-10-02 19:52:25.337000,-931683947,450123910,921.0,4.0,Sunday,Sunday,64
120161002-2642-17,120161002,2016-10-02 19:52:32.857000,-931681892,450122701,2016-10-02 20:36:28.247000,-932204642,449212867,921.0,1.0,Sunday,Sunday,69
120161002-2642-18,120161002,2016-10-02 20:37:15.450000,-932208444,449209202,2016-10-02 21:21:44.487000,-931684940,450126544,921.0,4.0,Sunday,Sunday,66
120161002-2642-19,120161002,2016-10-02 21:22:18.887000,-931681446,450122785,2016-10-02 22:06:48.750000,-932204634,449212899,921.0,1.0,Sunday,Sunday,65
120161002-2642-20,120161002,2016-10-02 22:07:25.907000,-932208561,449209784,2016-10-02 22:51:26.553000,-931685268,450125785,921.0,4.0,Sunday,Sunday,67
120161002-2642-21,120161002,2016-10-02 22:52:14.070000,-931681239,450122662,2016-10-02 23:36:32.577000,-932204641,449212744,921.0,1.0,Sunday,Sunday,64
120161002-2642-22,120161002,2016-10-02 23:37:21.030000,-932208399,449209260,2016-10-03 00:22:32.017000,-931685060,450125549,921.0,4.0,Sunday,Sunday,63
120161002-2642-23,120161002,2016-10-03 00:23:12.640000,-931681745,450122637,2016-10-03 01:11:42.987000,-932205076,449212505,921.0,1.0,Sunday,Sunday,65
120161002-2642-24,120161002,2016-10-03 01:12:15.217000,-932209039,449209801,2016-10-03 02:03:21.247000,-931685458,450125140,921.0,4.0,Sunday,Sunday,69
120161002-2642-25,120161002,2016-10-03 02:03:34.630000,-931682427,450122579,2016-10-03 02:41:46.050000,-932204688,449212410,921.0,1.0,Sunday,Sunday,57
120161002-2642-26,120161002,2016-10-03 02:42:12.883000,-932208559,449209411,2016-10-03 04:11:19.333000,-932440488,448632572,921.0,4.0,Sunday,Sunday,101
120161003-2642-00,120161003,2016-10-03 05:14:35.960000,-932436779,448639198,2016-10-03 10:36:38.340000,-932436779,448639198,921.0,4.0,Weekday,Weekday,41
120161003-2642-01,120161003,2016-10-03 10:36:57.120000,-932436779,448639198,2016-10-03 11:56:29.833000,-932204529,449212207,921.0,1.0,Weekday,Weekday,99
120161003-2642-02,120161003,2016-10-03 11:57:11.717000,-932208750,449209689,2016-10-03 12:43:19.723000,-931684282,450125622,921.0,4.0,Weekday,Weekday,64
120161003-2642-03,120161003,2016-10-03 12:44:13.000000,-931683033,450126148,2016-10-03 13:26:50.837000,-932204393,449212530,921.0,1.0,Weekday,Weekday,62
120161003-2642-04,120161003,2016-10-03 13:27:13.000000,-932204411,449211459,2016-10-03 14:14:13.207000,-931684515,450125865,921.0,4.0,Weekday,Weekday,64
120161003-2642-05,120161003,2016-10-03 14:14:26.000000,-931682149,450127541,2016-10-03 14:57:00.340000,-932204462,449212198,921.0,1.0,Weekday,Weekday,61
120161003-2642-06,120161003,2016-10-03 14:57:20.000000,-932204294,449211243,2016-10-03 15:43:30.747000,-931683863,450124282,921.0,4.0,Weekday,Weekday,67
120161003-2642-07,120161003,2016-10-03 15:44:01.000000,-931684060,450126841,2016-10-03 16:26:40.833000,-932204234,449212526,921.0,1.0,Weekday,Weekday,64
120161003-2642-08,120161003,2016-10-03 16:27:20.000000,-932204098,449211813,2016-10-03 17:12:19.537000,-931684839,450125895,921.0,4.0,Weekday,Weekday,65
120161003-2642-09,120161003,2016-10-03 17:13:17.000000,-931682290,450127835,2016-10-03 17:55:05.427000,-932204437,449212505,921.0,1.0,Weekday,Weekday,62
120161003-2642-10,120161003,2016-10-03 17:56:02.000000,-932203826,449211176,2016-10-03 18:41:21.123000,-931685059,450125826,921.0,4.0,Weekday,Weekday,66
120161003-2642-11,120161003,2016-10-03 18:42:10.107000,-931681307,450122675,2016-10-03 19:24:03.817000,-932204339,449212900,921.0,1.0,Weekday,Weekday,63
120161003-2642-12,120161003,2016-10-03 19:24:42.507000,-932208150,449209103,2016-10-03 20:11:51.067000,-931684646,450125552,921.0,4.0,Weekday,Weekday,64
120161003-2642-13,120161003,2016-10-03 20:12:29.000000,-931682032,450128149,2016-10-03 21:04:11.117000,-932207427,449212746,921.0,1.0,Weekday,Weekday,72
120161003-2642-14,120161003,2016-10-03 21:04:19.107000,-932208152,449209233,2016-10-03 21:50:37.653000,-931684875,450125841,921.0,4.0,Weekday,Weekday,67
120161003-2642-15,120161003,2016-10-03 21:51:30.977000,-931680392,450123137,2016-10-03 22:43:00.187000,-932207616,449213323,921.0,1.0,Weekday,Weekday,71
120161003-2642-16,120161003,2016-10-03 22:43:12.867000,-932208602,449209633,2016-10-03 23:30:54.503000,-931684979,450125489,921.0,4.0,Weekday,Weekday,71
120161003-2642-17,120161003,2016-10-03 23:31:42.410000,-931682116,450122657,2016-10-04 00:15:36.067000,-932204290,449212492,921.0,1.0,Weekday,Weekday,64
120161003-2642-18,120161003,2016-10-04 00:16:32.477000,-932208504,449209560,2016-10-04 01:03:15.613000,-931685003,450125113,921.0,4.0,Weekday,Weekday,66
120161003-2642-19,120161003,2016-10-04 01:03:43.630000,-931682170,450122719,2016-10-04 02:26:52.120000,-932441303,448632573,921.0,1.0,Weekday,Weekday,98
120161003-2642-20,120161003,2016-10-04 09:31:14.000000,-932205150,449212550,2016-10-04 09:45:09.000000,-931669453,449551809,921.0,4.0,Weekday,Weekday,2
120161004-2642-00,120161004,2016-10-04 09:10:23.967000,-932437225,448636281,2016-10-04 09:11:19.770000,-932437225,448636281,921.0,1.0,Weekday,Weekday,2
120161004-2642-01,120161004,2016-10-04 09:11:33.560000,-932437225,448636281,2016-10-04 10:05:53.793000,-931684552,450126475,921.0,4.0,Weekday,Weekday,64
120161004-2642-02,120161004,2016-10-04 10:06:26.000000,-931685245,450125906,2016-10-04 10:49:45.437000,-932204814,449212961,921.0,1.0,Weekday,Weekday,54
120161004-2642-03,120161004,2016-10-04 10:49:59.000000,-932205289,449212629,2016-10-04 11:23:37.087000,-931682834,450126406,921.0,4.0,Weekday,Weekday,45
120161004-2642-04,120161004,2016-10-04 11:24:21.000000,-931682513,450127940,2016-10-04 12:01:50.907000,-932204726,449212841,921.0,1.0,Weekday,Weekday,49
120161004-2642-05,120161004,2016-10-04 12:02:34.000000,-932204337,449211372,2016-10-04 12:54:12.127000,-931683286,450125371,921.0,4.0,Weekday,Weekday,71
120161004-2642-06,120161004,2016-10-04 12:54:51.000000,-931683764,450126322,2016-10-04 13:36:50.263000,-932205008,449212888,921.0,1.0,Weekday,Weekday,58
120161004-2642-07,120161004,2016-10-04 13:37:34.000000,-932204490,449211352,2016-10-04 14:24:35.593000,-931680175,450127023,921.0,4.0,Weekday,Weekday,62
120161004-2642-08,120161004,2016-10-04 14:25:09.000000,-931681199,450128519,2016-10-04 15:07:28.307000,-932204847,449213093,921.0,1.0,Weekday,Weekday,53
120161004-2642-09,120161004,2016-10-04 15:07:52.000000,-932204597,449211570,2016-10-04 15:52:58.743000,-931682872,450127033,921.0,4.0,Weekday,Weekday,63
120161004-2642-10,120161004,2016-10-04 15:54:53.000000,-931681806,450128237,2016-10-04 16:36:55.453000,-932207660,449212901,921.0,1.0,Weekday,Weekday,57
120161004-2642-11,120161004,2016-10-04 16:37:06.327000,-932208080,449208665,2016-10-04 17:21:50.790000,-931682903,450126394,921.0,4.0,Weekday,Weekday,62
120161004-2642-12,120161004,2016-10-04 17:22:44.640000,-931681075,450122354,2016-10-04 18:05:37.297000,-932204577,449212648,921.0,1.0,Weekday,Weekday,63
120161004-2642-13,120161004,2016-10-04 18:06:19.183000,-932208479,449209563,2016-10-04 18:52:16.310000,-931685393,450125481,921.0,4.0,Weekday,Weekday,62
120161004-2642-14,120161004,2016-10-04 18:52:27.713000,-931681138,450122812,2016-10-04 19:34:05.240000,-932208536,449210154,921.0,1.0,Weekday,Weekday,61
120161004-2642-15,120161004,2016-10-04 19:34:07.690000,-932208429,449209490,2016-10-04 20:21:11.600000,-931684752,450126101,921.0,4.0,Weekday,Weekday,69
120161004-2642-16,120161004,2016-10-04 20:22:06.247000,-931681635,450122928,2016-10-04 21:13:33.327000,-932204186,449212503,921.0,1.0,Weekday,Weekday,72
120161004-2642-17,120161004,2016-10-04 21:13:59.550000,-932208138,449209253,2016-10-04 22:01:41.197000,-931682038,450123156,921.0,4.0,Weekday,Weekday,65
120161004-2642-18,120161004,2016-10-04 22:01:44.753000,-931680895,450122701,2016-10-04 22:53:23.110000,-932206671,449213016,921.0,1.0,Weekday,Weekday,69
120161004-2642-19,120161004,2016-10-04 22:53:36.000000,-932203902,449211306,2016-10-04 23:41:31.963000,-931684640,450125494,921.0,4.0,Weekday,Weekday,68
120161004-2642-20,120161004,2016-10-04 23:42:06.860000,-931681832,450122610,2016-10-05 02:06:21.670000,-932446149,448630302,921.0,1.0,Weekday,Weekday,133
120161005-2642-00,120161005,2016-10-05 09:12:36.977000,-932434041,448632565,2016-10-05 09:31:15.180000,-932206218,449213135,921.0,1.0,Weekday,Weekday,24
120161005-2642-01,120161005,2016-10-05 09:31:31.777000,-932208725,449209860,2016-10-05 10:05:29.373000,-931685153,450125999,921.0,4.0,Weekday,Weekday,52
120161005-2642-02,120161005,2016-10-05 10:06:29.370000,-931681546,450123006,2016-10-05 10:48:58.863000,-932204692,449213013,921.0,1.0,Weekday,Weekday,56
120161005-2642-03,120161005,2016-10-05 10:49:53.807000,-932208304,449209347,2016-10-05 11:24:31.243000,-931682091,450127314,921.0,4.0,Weekday,Weekday,52
120161005-2642-04,120161005,2016-10-05 11:25:13.660000,-931682435,450122528,2016-10-05 12:08:10.797000,-932207654,449213237,921.0,1.0,Weekday,Weekday,62
120161005-2642-05,120161005,2016-10-05 12:08:18.690000,-932209111,449209930,2016-10-05 12:54:35.080000,-931681169,450126446,921.0,4.0,Weekday,Weekday,100
120161005-2642-06,120161005,2016-10-05 12:54:54.660000,-931681417,450122947,2016-10-05 13:37:51.187000,-932204770,449213111,921.0,1.0,Weekday,Weekday,96
120161005-2642-07,120161005,2016-10-05 13:38:32.290000,-932208296,449209100,2016-10-05 14:24:29.120000,-931681001,450127149,921.0,4.0,Weekday,Weekday,98
120161005-2642-08,120161005,2016-10-05 14:24:51.897000,-931682326,450122873,2016-10-05 15:07:15.237000,-932204691,449212678,921.0,1.0,Weekday,Weekday,61
120161005-2642-09,120161005,2016-10-05 15:08:05.280000,-932208681,449209636,2016-10-05 15:52:21.337000,-931681463,450126907,921.0,4.0,Weekday,Weekday,65
120161005-2642-10,120161005,2016-10-05 15:53:13.723000,-931681539,450122866,2016-10-05 16:37:03.503000,-932208198,449208692,921.0,1.0,Weekday,Weekday,69
120161005-2642-11,120161005,2016-10-05 16:37:05.347000,-932208198,449208692,2016-10-05 17:22:34.127000,-931685471,450125456,921.0,4.0,Weekday,Weekday,62
120161005-2642-12,120161005,2016-10-05 17:23:02.067000,-931682169,450122665,2016-10-05 18:08:19.930000,-932207716,449212701,921.0,1.0,Weekday,Weekday,93
120161005-2642-13,120161005,2016-10-05 18:08:28.713000,-932208844,449209762,2016-10-05 18:51:54.960000,-931685162,450125965,921.0,4.0,Weekday,Weekday,95
120161005-2642-14,120161005,2016-10-05 18:52:10.590000,-931681176,450122861,2016-10-05 19:33:35.593000,-932204495,449212655,921.0,1.0,Weekday,Weekday,70
120161005-2642-15,120161005,2016-10-05 19:34:09.383000,-932208319,449209256,2016-10-05 20:21:29.833000,-931684914,450125217,921.0,4.0,Weekday,Weekday,66
120161005-2642-16,120161005,2016-10-05 20:22:26.023000,-931682167,450122797,2016-10-05 21:14:06.857000,-932204583,449212668,921.0,1.0,Weekday,Weekday,102
120161005-2642-17,120161005,2016-10-05 21:14:27.200000,-932208455,449209593,2016-10-05 22:00:48.680000,-931684374,450125335,921.0,4.0,Weekday,Weekday,71
120161005-2642-18,120161005,2016-10-05 22:01:06.590000,-931680860,450122942,2016-10-05 22:54:44.953000,-932205647,449213261,921.0,1.0,Weekday,Weekday,98
120161005-2642-19,120161005,2016-10-05 22:54:56.217000,-932208304,449209235,2016-10-05 23:45:33.807000,-931684521,450125491,921.0,4.0,Weekday,Weekday,107
120161005-2642-20,120161005,2016-10-05 23:45:58.827000,-931681725,450122657,2016-10-06 01:14:46.637000,-932440661,448630351,921.0,1.0,Weekday,Weekday,136
120161006-2642-00,120161006,2016-10-06 09:15:33.680000,-932333103,448619566,2016-10-06 09:31:46.890000,-932207545,449212493,921.0,1.0,Weekday,Weekday,19
120161006-2642-01,120161006,2016-10-06 09:31:54.097000,-932208780,449209339,2016-10-06 10:06:15.120000,-931684734,450125894,921.0,4.0,Weekday,Weekday,66
120161006-2642-02,120161006,2016-10-06 10:06:33.343000,-931681294,450122836,2016-10-06 10:50:03.783000,-932206669,449213154,921.0,1.0,Weekday,Weekday,64
120161006-2642-03,120161006,2016-10-06 10:50:12.393000,-932208430,449209433,2016-10-06 11:24:39.097000,-931684784,450124841,921.0,4.0,Weekday,Weekday,53
120161006-2642-04,120161006,2016-10-06 11:24:47.007000,-931682063,450122605,2016-10-06 12:07:25.827000,-932204742,449212875,921.0,1.0,Weekday,Weekday,73
120161006-2642-05,120161006,2016-10-06 12:07:45.390000,-932208616,449209885,2016-10-06 12:57:21.437000,-931683043,450126616,921.0,4.0,Weekday,Weekday,98
120161006-2642-06,120161006,2016-10-06 12:57:43.043000,-931681079,450122711,2016-10-06 13:37:33.680000,-932204750,449213058,921.0,1.0,Weekday,Weekday,86
120161006-2642-07,120161006,2016-10-06 13:38:07.313000,-932208584,449209439,2016-10-06 14:24:24.240000,-931682029,450126056,921.0,4.0,Weekday,Weekday,93
120161006-2642-08,120161006,2016-10-06 14:24:52.697000,-931680931,450122502,2016-10-06 15:06:34.920000,-932205355,449212413,921.0,1.0,Weekday,Weekday,63
120161006-2642-09,120161006,2016-10-06 15:07:12.297000,-932209311,449210169,2016-10-06 15:53:47.557000,-931684678,450124873,921.0,4.0,Weekday,Weekday,71
120161006-2642-10,120161006,2016-10-06 15:53:58.380000,-931682054,450122819,2016-10-06 16:36:11.337000,-932204453,449212541,921.0,1.0,Weekday,Weekday,92
120161006-2642-11,120161006,2016-10-06 16:36:52.693000,-932208232,449209079,2016-10-06 17:21:38.080000,-931685558,450125162,921.0,4.0,Weekday,Weekday,63
120161006-2642-12,120161006,2016-10-06 17:21:54.117000,-931681910,450122615,2016-10-06 18:05:16.807000,-932204780,449212526,921.0,1.0,Weekday,Weekday,83
120161006-2642-13,120161006,2016-10-06 18:05:48.273000,-932208712,449209947,2016-10-06 18:51:13.483000,-931685787,450126693,921.0,4.0,Weekday,Weekday,67
120161006-2642-14,120161006,2016-10-06 18:51:54.373000,-931680534,450122938,2016-10-06 19:32:59.687000,-932204468,449212704,921.0,1.0,Weekday,Weekday,77
120161006-2642-15,120161006,2016-10-06 19:33:44.943000,-932208259,449209276,2016-10-06 20:21:32.927000,-931683747,450126168,921.0,4.0,Weekday,Weekday,67
120161006-2642-16,120161006,2016-10-06 20:22:00.490000,-931682893,450122597,2016-10-06 21:13:54.270000,-932208294,449209974,921.0,1.0,Weekday,Weekday,99
120161006-2642-17,120161006,2016-10-06 21:13:56.627000,-932208209,449209334,2016-10-06 22:00:40.353000,-931681841,450126355,921.0,4.0,Weekday,Weekday,96
120161006-2642-18,120161006,2016-10-06 22:01:12.380000,-931680466,450122972,2016-10-06 22:52:32.167000,-932204542,449212726,921.0,1.0,Weekday,Weekday,90
120161006-2642-19,120161006,2016-10-06 22:52:51.590000,-932208482,449209569,2016-10-06 23:41:09.963000,-931685056,450125366,921.0,4.0,Weekday,Weekday,80
120161006-2642-20,120161006,2016-10-06 23:41:49.447000,-931681590,450122580,2016-10-07 01:15:05.530000,-932434359,448629207,921.0,1.0,Weekday,Weekday,120
120161007-2642-00,120161007,2016-10-07 08:23:40.617000,-932433812,448630107,2016-10-07 09:49:34.157000,-932205122,449212624,921.0,1.0,Weekday,Weekday,106
120161007-2642-01,120161007,2016-10-07 09:50:08.367000,-932209125,449209927,2016-10-07 10:24:18.657000,-931683288,450126612,921.0,4.0,Weekday,Weekday,49
120161007-2642-02,120161007,2016-10-07 10:24:42.633000,-931681110,450122748,2016-10-07 10:58:24.000000,-932204547,449212599,921.0,1.0,Weekday,Weekday,46
