trip_id,service_id_start,trip_headsign_start,dir_sign_start,SERV_DAY_start,stop_lat_start,stop_lon_start,arrival_time_start,departure_time_start,stop_id_start,stop_name_start,stop_desc_start,stop_lat_end,stop_lon_end,arrival_time_end,departure_time_end,stop_id_end,stop_name_end,stop_desc_end
9558297-AUG16-MVS-BUS-Sunday-01,AUG16-MVS-BUS-Sunday-01,Southbound A LINE/46 ST Station/Rapid,1.0,Sunday,45.012498,-93.168526,05:50:00,05:50:00,52531,Rosedale Transit Center  Gate A,Near side S,44.921353,-93.220574,06:15:00,06:15:00,51544,46th St Station Gate A,Near side N
9552561-AUG16-MVS-BUS-Saturday-01,AUG16-MVS-BUS-Saturday-01,Southbound A LINE/46 ST Station/Rapid,1.0,Saturday,45.012498,-93.168526,05:50:00,05:50:00,52531,Rosedale Transit Center  Gate A,Near side S,44.921353,-93.220574,06:15:00,06:15:00,51544,46th St Station Gate A,Near side N
9541655-AUG16-MVS-BUS-Weekday-01,AUG16-MVS-BUS-Weekday-01,Southbound A LINE/46 ST Station/Rapid,1.0,Weekday,45.012498,-93.168526,05:55:00,05:55:00,52531,Rosedale Transit Center  Gate A,Near side S,44.921353,-93.220574,06:20:00,06:20:00,51544,46th St Station Gate A,Near side N
9552465-AUG16-MVS-BUS-Saturday-01,AUG16-MVS-BUS-Saturday-01,Northbound A LINE/Rosedale/Rapid,4.0,Saturday,44.921353,-93.220574,05:59:00,05:59:00,51544,46th St Station Gate A,Near side N,45.012498,-93.168526,06:25:00,06:25:00,52531,Rosedale Transit Center  Gate A,Near side S
9541555-AUG16-MVS-BUS-Weekday-01,AUG16-MVS-BUS-Weekday-01,Northbound A LINE/Rosedale/Rapid,4.0,Weekday,44.921353,-93.220574,05:59:00,05:59:00,51544,46th St Station Gate A,Near side N,45.012498,-93.168526,06:25:00,06:25:00,52531,Rosedale Transit Center  Gate A,Near side S
9558204-AUG16-MVS-BUS-Sunday-01,AUG16-MVS-BUS-Sunday-01,Northbound A LINE/Rosedale/Rapid,4.0,Sunday,44.921353,-93.220574,06:00:00,06:00:00,51544,46th St Station Gate A,Near side N,45.012498,-93.168526,06:25:00,06:25:00,52531,Rosedale Transit Center  Gate A,Near side S
9558298-AUG16-MVS-BUS-Sunday-01,AUG16-MVS-BUS-Sunday-01,Southbound A LINE/46 ST Station/Rapid,1.0,Sunday,45.012498,-93.168526,06:05:00,06:05:00,52531,Rosedale Transit Center  Gate A,Near side S,44.921353,-93.220574,06:30:00,06:30:00,51544,46th St Station Gate A,Near side N
9552562-AUG16-MVS-BUS-Saturday-01,AUG16-MVS-BUS-Saturday-01,Southbound A LINE/46 ST Station/Rapid,1.0,Saturday,45.012498,-93.168526,06:05:00,06:05:00,52531,Rosedale Transit Center  Gate A,Near side S,44.921353,-93.220574,06:30:00,06:30:00,51544,46th St Station Gate A,Near side N
9541656-AUG16-MVS-BUS-Weekday-01,AUG16-MVS-BUS-Weekday-01,Southbound A LINE/46 ST Station/Rapid,1.0,Weekday,45.012498,-93.168526,06:05:00,06:05:00,52531,Rosedale Transit Center  Gate A,Near side S,44.921353,-93.220574,06:30:00,06:30:00,51544,46th St Station Gate A,Near side N
9541556-AUG16-MVS-BUS-Weekday-01,AUG16-MVS-BUS-Weekday-01,Northbound A LINE/Rosedale/Rapid,4.0,Weekday,44.921353,-93.220574,06:09:00,06:09:00,51544,46th St Station Gate A,Near side N,45.012498,-93.168526,06:35:00,06:35:00,52531,Rosedale Transit Center  Gate A,Near side S
9552466-AUG16-MVS-BUS-Saturday-01,AUG16-MVS-BUS-Saturday-01,Northbound A LINE/Rosedale/Rapid,4.0,Saturday,44.921353,-93.220574,06:14:00,06:14:00,51544,46th St Station Gate A,Near side N,45.012498,-93.168526,06:40:00,06:40:00,52531,Rosedale Transit Center  Gate A,Near side S
9541657-AUG16-MVS-BUS-Weekday-01,AUG16-MVS-BUS-Weekday-01,Southbound A LINE/46 ST Station/Rapid,1.0,Weekday,45.012498,-93.168526,06:14:00,06:14:00,52531,Rosedale Transit Center  Gate A,Near side S,44.921353,-93.220574,06:40:00,06:40:00,51544,46th St Station Gate A,Near side N
9558205-AUG16-MVS-BUS-Sunday-01,AUG16-MVS-BUS-Sunday-01,Northbound A LINE/Rosedale/Rapid,4.0,Sunday,44.921353,-93.220574,06:15:00,06:15:00,51544,46th St Station Gate A,Near side N,45.012498,-93.168526,06:40:00,06:40:00,52531,Rosedale Transit Center  Gate A,Near side S
9541557-AUG16-MVS-BUS-Weekday-01,AUG16-MVS-BUS-Weekday-01,Northbound A LINE/Rosedale/Rapid,4.0,Weekday,44.921353,-93.220574,06:19:00,06:19:00,51544,46th St Station Gate A,Near side N,45.012498,-93.168526,06:46:00,06:46:00,52531,Rosedale Transit Center  Gate A,Near side S
9552563-AUG16-MVS-BUS-Saturday-01,AUG16-MVS-BUS-Saturday-01,Southbound A LINE/46 ST Station/Rapid,1.0,Saturday,45.012498,-93.168526,06:20:00,06:20:00,52531,Rosedale Transit Center  Gate A,Near side S,44.921353,-93.220574,06:45:00,06:45:00,51544,46th St Station Gate A,Near side N
9558299-AUG16-MVS-BUS-Sunday-01,AUG16-MVS-BUS-Sunday-01,Southbound A LINE/46 ST Station/Rapid,1.0,Sunday,45.012498,-93.168526,06:20:00,06:20:00,52531,Rosedale Transit Center  Gate A,Near side S,44.921353,-93.220574,06:45:00,06:45:00,51544,46th St Station Gate A,Near side N
9541658-AUG16-MVS-BUS-Weekday-01,AUG16-MVS-BUS-Weekday-01,Southbound A LINE/46 ST Station/Rapid,1.0,Weekday,45.012498,-93.168526,06:24:00,06:24:00,52531,Rosedale Transit Center  Gate A,Near side S,44.921353,-93.220574,06:51:00,06:51:00,51544,46th St Station Gate A,Near side N
9541558-AUG16-MVS-BUS-Weekday-01,AUG16-MVS-BUS-Weekday-01,Northbound A LINE/Rosedale/Rapid,4.0,Weekday,44.921353,-93.220574,06:28:00,06:28:00,51544,46th St Station Gate A,Near side N,45.012498,-93.168526,06:56:00,06:56:00,52531,Rosedale Transit Center  Gate A,Near side S
9552467-AUG16-MVS-BUS-Saturday-01,AUG16-MVS-BUS-Saturday-01,Northbound A LINE/Rosedale/Rapid,4.0,Saturday,44.921353,-93.220574,06:29:00,06:29:00,51544,46th St Station Gate A,Near side N,45.012498,-93.168526,06:55:00,06:55:00,52531,Rosedale Transit Center  Gate A,Near side S
9558206-AUG16-MVS-BUS-Sunday-01,AUG16-MVS-BUS-Sunday-01,Northbound A LINE/Rosedale/Rapid,4.0,Sunday,44.921353,-93.220574,06:30:00,06:30:00,51544,46th St Station Gate A,Near side N,45.012498,-93.168526,06:55:00,06:55:00,52531,Rosedale Transit Center  Gate A,Near side S
9541659-AUG16-MVS-BUS-Weekday-01,AUG16-MVS-BUS-Weekday-01,Southbound A LINE/46 ST Station/Rapid,1.0,Weekday,45.012498,-93.168526,06:34:00,06:34:00,52531,Rosedale Transit Center  Gate A,Near side S,44.921353,-93.220574,07:02:00,07:02:00,51544,46th St Station Gate A,Near side N
9552564-AUG16-MVS-BUS-Saturday-01,AUG16-MVS-BUS-Saturday-01,Southbound A LINE/46 ST Station/Rapid,1.0,Saturday,45.012498,-93.168526,06:35:00,06:35:00,52531,Rosedale Transit Center  Gate A,Near side S,44.921353,-93.220574,07:00:00,07:00:00,51544,46th St Station Gate A,Near side N
9558300-AUG16-MVS-BUS-Sunday-01,AUG16-MVS-BUS-Sunday-01,Southbound A LINE/46 ST Station/Rapid,1.0,Sunday,45.012498,-93.168526,06:35:00,06:35:00,52531,Rosedale Transit Center  Gate A,Near side S,44.921353,-93.220574,07:00:00,07:00:00,51544,46th St Station Gate A,Near side N
9541559-AUG16-MVS-BUS-Weekday-01,AUG16-MVS-BUS-Weekday-01,Northbound A LINE/Rosedale/Rapid,4.0,Weekday,44.921353,-93.220574,06:38:00,06:38:00,51544,46th St Station Gate A,Near side N,45.012498,-93.168526,07:06:00,07:06:00,52531,Rosedale Transit Center  Gate A,Near side S
9541660-AUG16-MVS-BUS-Weekday-01,AUG16-MVS-BUS-Weekday-01,Southbound A LINE/46 ST Station/Rapid,1.0,Weekday,45.012498,-93.168526,06:44:00,06:44:00,52531,Rosedale Transit Center  Gate A,Near side S,44.921353,-93.220574,07:12:00,07:12:00,51544,46th St Station Gate A,Near side N
9552468-AUG16-MVS-BUS-Saturday-01,AUG16-MVS-BUS-Saturday-01,Northbound A LINE/Rosedale/Rapid,4.0,Saturday,44.921353,-93.220574,06:44:00,06:44:00,51544,46th St Station Gate A,Near side N,45.012498,-93.168526,07:10:00,07:10:00,52531,Rosedale Transit Center  Gate A,Near side S
9558207-AUG16-MVS-BUS-Sunday-01,AUG16-MVS-BUS-Sunday-01,Northbound A LINE/Rosedale/Rapid,4.0,Sunday,44.921353,-93.220574,06:45:00,06:45:00,51544,46th St Station Gate A,Near side N,45.012498,-93.168526,07:10:00,07:10:00,52531,Rosedale Transit Center  Gate A,Near side S
9541560-AUG16-MVS-BUS-Weekday-01,AUG16-MVS-BUS-Weekday-01,Northbound A LINE/Rosedale/Rapid,4.0,Weekday,44.921353,-93.220574,06:48:00,06:48:00,51544,46th St Station Gate A,Near side N,45.012498,-93.168526,07:16:00,07:16:00,52531,Rosedale Transit Center  Gate A,Near side S
9558301-AUG16-MVS-BUS-Sunday-01,AUG16-MVS-BUS-Sunday-01,Southbound A LINE/46 ST Station/Rapid,1.0,Sunday,45.012498,-93.168526,06:50:00,06:50:00,52531,Rosedale Transit Center  Gate A,Near side S,44.921353,-93.220574,07:15:00,07:15:00,51544,46th St Station Gate A,Near side N
9552565-AUG16-MVS-BUS-Saturday-01,AUG16-MVS-BUS-Saturday-01,Southbound A LINE/46 ST Station/Rapid,1.0,Saturday,45.012498,-93.168526,06:50:00,06:50:00,52531,Rosedale Transit Center  Gate A,Near side S,44.921353,-93.220574,07:15:00,07:15:00,51544,46th St Station Gate A,Near side N
9541661-AUG16-MVS-BUS-Weekday-01,AUG16-MVS-BUS-Weekday-01,Southbound A LINE/46 ST Station/Rapid,1.0,Weekday,45.012498,-93.168526,06:54:00,06:54:00,52531,Rosedale Transit Center  Gate A,Near side S,44.921353,-93.220574,07:22:00,07:22:00,51544,46th St Station Gate A,Near side N
9541561-AUG16-MVS-BUS-Weekday-01,AUG16-MVS-BUS-Weekday-01,Northbound A LINE/Rosedale/Rapid,4.0,Weekday,44.921353,-93.220574,06:57:00,06:57:00,51544,46th St Station Gate A,Near side N,45.012498,-93.168526,07:26:00,07:26:00,52531,Rosedale Transit Center  Gate A,Near side S
9552469-AUG16-MVS-BUS-Saturday-01,AUG16-MVS-BUS-Saturday-01,Northbound A LINE/Rosedale/Rapid,4.0,Saturday,44.921353,-93.220574,06:58:00,06:58:00,51544,46th St Station Gate A,Near side N,45.012498,-93.168526,07:25:00,07:25:00,52531,Rosedale Transit Center  Gate A,Near side S
9558208-AUG16-MVS-BUS-Sunday-01,AUG16-MVS-BUS-Sunday-01,Northbound A LINE/Rosedale/Rapid,4.0,Sunday,44.921353,-93.220574,06:59:00,06:59:00,51544,46th St Station Gate A,Near side N,45.012498,-93.168526,07:25:00,07:25:00,52531,Rosedale Transit Center  Gate A,Near side S
9541662-AUG16-MVS-BUS-Weekday-01,AUG16-MVS-BUS-Weekday-01,Southbound A LINE/46 ST Station/Rapid,1.0,Weekday,45.012498,-93.168526,07:04:00,07:04:00,52531,Rosedale Transit Center  Gate A,Near side S,44.921353,-93.220574,07:32:00,07:32:00,51544,46th St Station Gate A,Near side N
9552566-AUG16-MVS-BUS-Saturday-01,AUG16-MVS-BUS-Saturday-01,Southbound A LINE/46 ST Station/Rapid,1.0,Saturday,45.012498,-93.168526,07:05:00,07:05:00,52531,Rosedale Transit Center  Gate A,Near side S,44.921353,-93.220574,07:31:00,07:31:00,51544,46th St Station Gate A,Near side N
9558302-AUG16-MVS-BUS-Sunday-01,AUG16-MVS-BUS-Sunday-01,Southbound A LINE/46 ST Station/Rapid,1.0,Sunday,45.012498,-93.168526,07:05:00,07:05:00,52531,Rosedale Transit Center  Gate A,Near side S,44.921353,-93.220574,07:31:00,07:31:00,51544,46th St Station Gate A,Near side N
9541562-AUG16-MVS-BUS-Weekday-01,AUG16-MVS-BUS-Weekday-01,Northbound A LINE/Rosedale/Rapid,4.0,Weekday,44.921353,-93.220574,07:07:00,07:07:00,51544,46th St Station Gate A,Near side N,45.012498,-93.168526,07:36:00,07:36:00,52531,Rosedale Transit Center  Gate A,Near side S
9552470-AUG16-MVS-BUS-Saturday-01,AUG16-MVS-BUS-Saturday-01,Northbound A LINE/Rosedale/Rapid,4.0,Saturday,44.921353,-93.220574,07:08:00,07:08:00,51544,46th St Station Gate A,Near side N,45.012498,-93.168526,07:36:00,07:36:00,52531,Rosedale Transit Center  Gate A,Near side S
9541663-AUG16-MVS-BUS-Weekday-01,AUG16-MVS-BUS-Weekday-01,Southbound A LINE/46 ST Station/Rapid,1.0,Weekday,45.012498,-93.168526,07:14:00,07:14:00,52531,Rosedale Transit Center  Gate A,Near side S,44.921353,-93.220574,07:42:00,07:42:00,51544,46th St Station Gate A,Near side N
9558209-AUG16-MVS-BUS-Sunday-01,AUG16-MVS-BUS-Sunday-01,Northbound A LINE/Rosedale/Rapid,4.0,Sunday,44.921353,-93.220574,07:14:00,07:14:00,51544,46th St Station Gate A,Near side N,45.012498,-93.168526,07:40:00,07:40:00,52531,Rosedale Transit Center  Gate A,Near side S
9541563-AUG16-MVS-BUS-Weekday-01,AUG16-MVS-BUS-Weekday-01,Northbound A LINE/Rosedale/Rapid,4.0,Weekday,44.921353,-93.220574,07:17:00,07:17:00,51544,46th St Station Gate A,Near side N,45.012498,-93.168526,07:46:00,07:46:00,52531,Rosedale Transit Center  Gate A,Near side S
9552471-AUG16-MVS-BUS-Saturday-01,AUG16-MVS-BUS-Saturday-01,Northbound A LINE/Rosedale/Rapid,4.0,Saturday,44.921353,-93.220574,07:18:00,07:18:00,51544,46th St Station Gate A,Near side N,45.012498,-93.168526,07:46:00,07:46:00,52531,Rosedale Transit Center  Gate A,Near side S
9558303-AUG16-MVS-BUS-Sunday-01,AUG16-MVS-BUS-Sunday-01,Southbound A LINE/46 ST Station/Rapid,1.0,Sunday,45.012498,-93.168526,07:20:00,07:20:00,52531,Rosedale Transit Center  Gate A,Near side S,44.921353,-93.220574,07:46:00,07:46:00,51544,46th St Station Gate A,Near side N
9552567-AUG16-MVS-BUS-Saturday-01,AUG16-MVS-BUS-Saturday-01,Southbound A LINE/46 ST Station/Rapid,1.0,Saturday,45.012498,-93.168526,07:20:00,07:20:00,52531,Rosedale Transit Center  Gate A,Near side S,44.921353,-93.220574,07:46:00,07:46:00,51544,46th St Station Gate A,Near side N
9541664-AUG16-MVS-BUS-Weekday-01,AUG16-MVS-BUS-Weekday-01,Southbound A LINE/46 ST Station/Rapid,1.0,Weekday,45.012498,-93.168526,07:24:00,07:24:00,52531,Rosedale Transit Center  Gate A,Near side S,44.921353,-93.220574,07:52:00,07:52:00,51544,46th St Station Gate A,Near side N
9541564-AUG16-MVS-BUS-Weekday-01,AUG16-MVS-BUS-Weekday-01,Northbound A LINE/Rosedale/Rapid,4.0,Weekday,44.921353,-93.220574,07:27:00,07:27:00,51544,46th St Station Gate A,Near side N,45.012498,-93.168526,07:56:00,07:56:00,52531,Rosedale Transit Center  Gate A,Near side S
9552472-AUG16-MVS-BUS-Saturday-01,AUG16-MVS-BUS-Saturday-01,Northbound A LINE/Rosedale/Rapid,4.0,Saturday,44.921353,-93.220574,07:28:00,07:28:00,51544,46th St Station Gate A,Near side N,45.012498,-93.168526,07:56:00,07:56:00,52531,Rosedale Transit Center  Gate A,Near side S
9558210-AUG16-MVS-BUS-Sunday-01,AUG16-MVS-BUS-Sunday-01,Northbound A LINE/Rosedale/Rapid,4.0,Sunday,44.921353,-93.220574,07:29:00,07:29:00,51544,46th St Station Gate A,Near side N,45.012498,-93.168526,07:55:00,07:55:00,52531,Rosedale Transit Center  Gate A,Near side S
9541665-AUG16-MVS-BUS-Weekday-01,AUG16-MVS-BUS-Weekday-01,Southbound A LINE/46 ST Station/Rapid,1.0,Weekday,45.012498,-93.168526,07:34:00,07:34:00,52531,Rosedale Transit Center  Gate A,Near side S,44.921353,-93.220574,08:02:00,08:02:00,51544,46th St Station Gate A,Near side N
9558304-AUG16-MVS-BUS-Sunday-01,AUG16-MVS-BUS-Sunday-01,Southbound A LINE/46 ST Station/Rapid,1.0,Sunday,45.012498,-93.168526,07:35:00,07:35:00,52531,Rosedale Transit Center  Gate A,Near side S,44.921353,-93.220574,08:01:00,08:01:00,51544,46th St Station Gate A,Near side N
9552568-AUG16-MVS-BUS-Saturday-01,AUG16-MVS-BUS-Saturday-01,Southbound A LINE/46 ST Station/Rapid,1.0,Saturday,45.012498,-93.168526,07:35:00,07:35:00,52531,Rosedale Transit Center  Gate A,Near side S,44.921353,-93.220574,08:01:00,08:01:00,51544,46th St Station Gate A,Near side N
9541565-AUG16-MVS-BUS-Weekday-01,AUG16-MVS-BUS-Weekday-01,Northbound A LINE/Rosedale/Rapid,4.0,Weekday,44.921353,-93.220574,07:37:00,07:37:00,51544,46th St Station Gate A,Near side N,45.012498,-93.168526,08:06:00,08:06:00,52531,Rosedale Transit Center  Gate A,Near side S
9552473-AUG16-MVS-BUS-Saturday-01,AUG16-MVS-BUS-Saturday-01,Northbound A LINE/Rosedale/Rapid,4.0,Saturday,44.921353,-93.220574,07:38:00,07:38:00,51544,46th St Station Gate A,Near side N,45.012498,-93.168526,08:06:00,08:06:00,52531,Rosedale Transit Center  Gate A,Near side S
9541666-AUG16-MVS-BUS-Weekday-01,AUG16-MVS-BUS-Weekday-01,Southbound A LINE/46 ST Station/Rapid,1.0,Weekday,45.012498,-93.168526,07:44:00,07:44:00,52531,Rosedale Transit Center  Gate A,Near side S,44.921353,-93.220574,08:12:00,08:12:00,51544,46th St Station Gate A,Near side N
9558211-AUG16-MVS-BUS-Sunday-01,AUG16-MVS-BUS-Sunday-01,Northbound A LINE/Rosedale/Rapid,4.0,Sunday,44.921353,-93.220574,07:44:00,07:44:00,51544,46th St Station Gate A,Near side N,45.012498,-93.168526,08:11:00,08:11:00,52531,Rosedale Transit Center  Gate A,Near side S
9552569-AUG16-MVS-BUS-Saturday-01,AUG16-MVS-BUS-Saturday-01,Southbound A LINE/46 ST Station/Rapid,1.0,Saturday,45.012498,-93.168526,07:45:00,07:45:00,52531,Rosedale Transit Center  Gate A,Near side S,44.921353,-93.220574,08:11:00,08:11:00,51544,46th St Station Gate A,Near side N
9541566-AUG16-MVS-BUS-Weekday-01,AUG16-MVS-BUS-Weekday-01,Northbound A LINE/Rosedale/Rapid,4.0,Weekday,44.921353,-93.220574,07:47:00,07:47:00,51544,46th St Station Gate A,Near side N,45.012498,-93.168526,08:16:00,08:16:00,52531,Rosedale Transit Center  Gate A,Near side S
9552474-AUG16-MVS-BUS-Saturday-01,AUG16-MVS-BUS-Saturday-01,Northbound A LINE/Rosedale/Rapid,4.0,Saturday,44.921353,-93.220574,07:48:00,07:48:00,51544,46th St Station Gate A,Near side N,45.012498,-93.168526,08:16:00,08:16:00,52531,Rosedale Transit Center  Gate A,Near side S
9558305-AUG16-MVS-BUS-Sunday-01,AUG16-MVS-BUS-Sunday-01,Southbound A LINE/46 ST Station/Rapid,1.0,Sunday,45.012498,-93.168526,07:50:00,07:50:00,52531,Rosedale Transit Center  Gate A,Near side S,44.921353,-93.220574,08:16:00,08:16:00,51544,46th St Station Gate A,Near side N
9541667-AUG16-MVS-BUS-Weekday-01,AUG16-MVS-BUS-Weekday-01,Southbound A LINE/46 ST Station/Rapid,1.0,Weekday,45.012498,-93.168526,07:54:00,07:54:00,52531,Rosedale Transit Center  Gate A,Near side S,44.921353,-93.220574,08:22:00,08:22:00,51544,46th St Station Gate A,Near side N
9552570-AUG16-MVS-BUS-Saturday-01,AUG16-MVS-BUS-Saturday-01,Southbound A LINE/46 ST Station/Rapid,1.0,Saturday,45.012498,-93.168526,07:55:00,07:55:00,52531,Rosedale Transit Center  Gate A,Near side S,44.921353,-93.220574,08:21:00,08:21:00,51544,46th St Station Gate A,Near side N
9541567-AUG16-MVS-BUS-Weekday-01,AUG16-MVS-BUS-Weekday-01,Northbound A LINE/Rosedale/Rapid,4.0,Weekday,44.921353,-93.220574,07:57:00,07:57:00,51544,46th St Station Gate A,Near side N,45.012498,-93.168526,08:26:00,08:26:00,52531,Rosedale Transit Center  Gate A,Near side S
9552475-AUG16-MVS-BUS-Saturday-01,AUG16-MVS-BUS-Saturday-01,Northbound A LINE/Rosedale/Rapid,4.0,Saturday,44.921353,-93.220574,07:58:00,07:58:00,51544,46th St Station Gate A,Near side N,45.012498,-93.168526,08:26:00,08:26:00,52531,Rosedale Transit Center  Gate A,Near side S
9558212-AUG16-MVS-BUS-Sunday-01,AUG16-MVS-BUS-Sunday-01,Northbound A LINE/Rosedale/Rapid,4.0,Sunday,44.921353,-93.220574,07:59:00,07:59:00,51544,46th St Station Gate A,Near side N,45.012498,-93.168526,08:26:00,08:26:00,52531,Rosedale Transit Center  Gate A,Near side S
9541668-AUG16-MVS-BUS-Weekday-01,AUG16-MVS-BUS-Weekday-01,Southbound A LINE/46 ST Station/Rapid,1.0,Weekday,45.012498,-93.168526,08:04:00,08:04:00,52531,Rosedale Transit Center  Gate A,Near side S,44.921353,-93.220574,08:32:00,08:32:00,51544,46th St Station Gate A,Near side N
9558306-AUG16-MVS-BUS-Sunday-01,AUG16-MVS-BUS-Sunday-01,Southbound A LINE/46 ST Station/Rapid,1.0,Sunday,45.012498,-93.168526,08:05:00,08:05:00,52531,Rosedale Transit Center  Gate A,Near side S,44.921353,-93.220574,08:31:00,08:31:00,51544,46th St Station Gate A,Near side N
9552571-AUG16-MVS-BUS-Saturday-01,AUG16-MVS-BUS-Saturday-01,Southbound A LINE/46 ST Station/Rapid,1.0,Saturday,45.012498,-93.168526,08:05:00,08:05:00,52531,Rosedale Transit Center  Gate A,Near side S,44.921353,-93.220574,08:31:00,08:31:00,51544,46th St Station Gate A,Near side N
9541568-AUG16-MVS-BUS-Weekday-01,AUG16-MVS-BUS-Weekday-01,Northbound A LINE/Rosedale/Rapid,4.0,Weekday,44.921353,-93.220574,08:07:00,08:07:00,51544,46th St Station Gate A,Near side N,45.012498,-93.168526,08:36:00,08:36:00,52531,Rosedale Transit Center  Gate A,Near side S
9552476-AUG16-MVS-BUS-Saturday-01,AUG16-MVS-BUS-Saturday-01,Northbound A LINE/Rosedale/Rapid,4.0,Saturday,44.921353,-93.220574,08:08:00,08:08:00,51544,46th St Station Gate A,Near side N,45.012498,-93.168526,08:37:00,08:37:00,52531,Rosedale Transit Center  Gate A,Near side S
9558213-AUG16-MVS-BUS-Sunday-01,AUG16-MVS-BUS-Sunday-01,Northbound A LINE/Rosedale/Rapid,4.0,Sunday,44.921353,-93.220574,08:14:00,08:14:00,51544,46th St Station Gate A,Near side N,45.012498,-93.168526,08:41:00,08:41:00,52531,Rosedale Transit Center  Gate A,Near side S
9541669-AUG16-MVS-BUS-Weekday-01,AUG16-MVS-BUS-Weekday-01,Southbound A LINE/46 ST Station/Rapid,1.0,Weekday,45.012498,-93.168526,08:14:00,08:14:00,52531,Rosedale Transit Center  Gate A,Near side S,44.921353,-93.220574,08:42:00,08:42:00,51544,46th St Station Gate A,Near side N
9552572-AUG16-MVS-BUS-Saturday-01,AUG16-MVS-BUS-Saturday-01,Southbound A LINE/46 ST Station/Rapid,1.0,Saturday,45.012498,-93.168526,08:15:00,08:15:00,52531,Rosedale Transit Center  Gate A,Near side S,44.921353,-93.220574,08:41:00,08:41:00,51544,46th St Station Gate A,Near side N
9541569-AUG16-MVS-BUS-Weekday-01,AUG16-MVS-BUS-Weekday-01,Northbound A LINE/Rosedale/Rapid,4.0,Weekday,44.921353,-93.220574,08:17:00,08:17:00,51544,46th St Station Gate A,Near side N,45.012498,-93.168526,08:46:00,08:46:00,52531,Rosedale Transit Center  Gate A,Near side S
9552477-AUG16-MVS-BUS-Saturday-01,AUG16-MVS-BUS-Saturday-01,Northbound A LINE/Rosedale/Rapid,4.0,Saturday,44.921353,-93.220574,08:18:00,08:18:00,51544,46th St Station Gate A,Near side N,45.012498,-93.168526,08:47:00,08:47:00,52531,Rosedale Transit Center  Gate A,Near side S
9558307-AUG16-MVS-BUS-Sunday-01,AUG16-MVS-BUS-Sunday-01,Southbound A LINE/46 ST Station/Rapid,1.0,Sunday,45.012498,-93.168526,08:20:00,08:20:00,52531,Rosedale Transit Center  Gate A,Near side S,44.921353,-93.220574,08:46:00,08:46:00,51544,46th St Station Gate A,Near side N
9541670-AUG16-MVS-BUS-Weekday-01,AUG16-MVS-BUS-Weekday-01,Southbound A LINE/46 ST Station/Rapid,1.0,Weekday,45.012498,-93.168526,08:24:00,08:24:00,52531,Rosedale Transit Center  Gate A,Near side S,44.921353,-93.220574,08:52:00,08:52:00,51544,46th St Station Gate A,Near side N
9552573-AUG16-MVS-BUS-Saturday-01,AUG16-MVS-BUS-Saturday-01,Southbound A LINE/46 ST Station/Rapid,1.0,Saturday,45.012498,-93.168526,08:25:00,08:25:00,52531,Rosedale Transit Center  Gate A,Near side S,44.921353,-93.220574,08:51:00,08:51:00,51544,46th St Station Gate A,Near side N
9541570-AUG16-MVS-BUS-Weekday-01,AUG16-MVS-BUS-Weekday-01,Northbound A LINE/Rosedale/Rapid,4.0,Weekday,44.921353,-93.220574,08:27:00,08:27:00,51544,46th St Station Gate A,Near side N,45.012498,-93.168526,08:56:00,08:56:00,52531,Rosedale Transit Center  Gate A,Near side S
9552478-AUG16-MVS-BUS-Saturday-01,AUG16-MVS-BUS-Saturday-01,Northbound A LINE/Rosedale/Rapid,4.0,Saturday,44.921353,-93.220574,08:28:00,08:28:00,51544,46th St Station Gate A,Near side N,45.012498,-93.168526,08:57:00,08:57:00,52531,Rosedale Transit Center  Gate A,Near side S
9558214-AUG16-MVS-BUS-Sunday-01,AUG16-MVS-BUS-Sunday-01,Northbound A LINE/Rosedale/Rapid,4.0,Sunday,44.921353,-93.220574,08:29:00,08:29:00,51544,46th St Station Gate A,Near side N,45.012498,-93.168526,08:56:00,08:56:00,52531,Rosedale Transit Center  Gate A,Near side S
9541671-AUG16-MVS-BUS-Weekday-01,AUG16-MVS-BUS-Weekday-01,Southbound A LINE/46 ST Station/Rapid,1.0,Weekday,45.012498,-93.168526,08:34:00,08:34:00,52531,Rosedale Transit Center  Gate A,Near side S,44.921353,-93.220574,09:02:00,09:02:00,51544,46th St Station Gate A,Near side N
9558308-AUG16-MVS-BUS-Sunday-01,AUG16-MVS-BUS-Sunday-01,Southbound A LINE/46 ST Station/Rapid,1.0,Sunday,45.012498,-93.168526,08:35:00,08:35:00,52531,Rosedale Transit Center  Gate A,Near side S,44.921353,-93.220574,09:01:00,09:01:00,51544,46th St Station Gate A,Near side N
9552574-AUG16-MVS-BUS-Saturday-01,AUG16-MVS-BUS-Saturday-01,Southbound A LINE/46 ST Station/Rapid,1.0,Saturday,45.012498,-93.168526,08:35:00,08:35:00,52531,Rosedale Transit Center  Gate A,Near side S,44.921353,-93.220574,09:01:00,09:01:00,51544,46th St Station Gate A,Near side N
9541571-AUG16-MVS-BUS-Weekday-01,AUG16-MVS-BUS-Weekday-01,Northbound A LINE/Rosedale/Rapid,4.0,Weekday,44.921353,-93.220574,08:37:00,08:37:00,51544,46th St Station Gate A,Near side N,45.012498,-93.168526,09:06:00,09:06:00,52531,Rosedale Transit Center  Gate A,Near side S
